,FileName,XMin,XMax,YMin,YMax,ClassName,Prob
161,1a0d87a2c2f0b413.jpg,471,389,716,778,Person,0.8911362886428833
162,1a0d87a2c2f0b413.jpg,204,307,1064,798,Person,0.8450167179107666
163,1a381394f93c54a8.jpg,327,0,364,72,Person,0.9234486818313599
164,1a381394f93c54a8.jpg,145,273,200,364,Person,0.9213424921035767
165,1a381394f93c54a8.jpg,327,163,564,491,Person,0.8841347694396973
166,1a381394f93c54a8.jpg,819,218,947,546,Person,0.8299248218536377
167,1a381394f93c54a8.jpg,291,0,346,91,Person,0.8139159679412842
168,1a381394f93c54a8.jpg,837,254,928,473,Person,0.8088986277580261
169,1a494a537e8ade35.jpg,81,20,450,757,Person,0.8405053615570068
170,1a494a537e8ade35.jpg,962,696,1003,737,Cat,0.8030637502670288
171,1b4a5336caa5c947.jpg,604,58,896,721,Person,0.8335469961166382
172,1b4a5336caa5c947.jpg,584,97,877,350,Dog,0.808769941329956
173,1de98c57d9174983.jpg,817,510,857,612,Person,0.9958248138427734
174,1de98c57d9174983.jpg,817,490,898,612,Person,0.97222501039505
175,1de98c57d9174983.jpg,796,367,1000,755,Person,0.9383029937744141
176,1de98c57d9174983.jpg,755,449,1000,633,Person,0.9169639348983765
177,1de98c57d9174983.jpg,347,122,817,735,Person,0.9051123261451721
178,1de98c57d9174983.jpg,919,285,1000,388,Person,0.886359453201294
179,1de98c57d9174983.jpg,592,224,714,326,Person,0.8584243059158325
180,1de98c57d9174983.jpg,776,449,837,490,Person,0.8552472591400146
181,1e7193df524b4332.jpg,450,327,512,450,Person,0.8925085067749023
182,1ee142af9f0bef72.jpg,20,204,1228,819,Cat,0.942706823348999
183,1f136b74d2aa26d6.jpg,109,0,915,622,Cat,0.985206663608551
184,1f136b74d2aa26d6.jpg,348,128,659,421,Dog,0.9122401475906372
185,1f136b74d2aa26d6.jpg,329,0,439,128,Person,0.9128186702728271
186,1f136b74d2aa26d6.jpg,952,36,1025,146,Person,0.8734396696090698
187,1f136b74d2aa26d6.jpg,311,0,476,183,Person,0.8512004613876343
188,1f16e3f9627c4538.jpg,0,240,87,546,Person,0.8943411707878113
189,1f16e3f9627c4538.jpg,349,218,633,786,Person,0.8918397426605225
190,1f16e3f9627c4538.jpg,720,21,1004,611,Person,0.8366861939430237
191,1f16e3f9627c4538.jpg,786,283,895,546,Person,0.8330111503601074
192,1f7bdb4f854a59d6.jpg,19,114,1102,703,Cat,0.9957029223442078
193,1f7eb2f8391206a7.jpg,0,245,983,928,Cat,0.9941523671150208
194,201a52707694f1a4.jpg,409,546,518,709,Person,0.9435656070709229
195,201a52707694f1a4.jpg,901,436,955,518,Person,0.9053013324737549
196,201a52707694f1a4.jpg,546,655,600,709,Person,0.8568465113639832
197,201a52707694f1a4.jpg,464,546,518,682,Person,0.8552388548851013
198,201fe97fd7d77edf.jpg,0,184,798,696,Person,0.8954771757125854
199,201fe97fd7d77edf.jpg,532,512,634,675,Person,0.8733258247375488
200,204b410ba54e735f.jpg,200,145,1021,583,Dog,0.8151107430458069
201,204b410ba54e735f.jpg,674,54,1039,601,Cat,0.9278614521026611
202,204b410ba54e735f.jpg,218,182,620,383,Cat,0.8300974369049072
203,20f28cd3521f1f13.jpg,163,90,891,563,Cat,0.9778191447257996
204,20f28cd3521f1f13.jpg,345,90,982,654,Dog,0.9721648097038269
205,21237cb269f0f1f8.jpg,456,109,931,712,Person,0.9675877094268799
206,21237cb269f0f1f8.jpg,0,109,1114,694,Person,0.9391695261001587
207,2145f3e479a11b64.jpg,309,236,692,637,Person,0.9792994856834412
208,2145f3e479a11b64.jpg,564,327,655,582,Person,0.9695167541503906
209,2145f3e479a11b64.jpg,182,346,309,564,Person,0.9632771015167236
210,2145f3e479a11b64.jpg,91,291,783,655,Person,0.9320392608642578
211,2145f3e479a11b64.jpg,145,382,218,491,Person,0.8957222104072571
212,2145f3e479a11b64.jpg,382,364,546,619,Person,0.8836216330528259
213,21e516b4128ea72f.jpg,0,65,723,811,Cat,0.9992800354957581
214,21e516b4128ea72f.jpg,43,43,569,504,Cat,0.8900962471961975
215,21fe8c9a6b6fdd8d.jpg,90,108,653,744,Dog,0.9634036421775818
216,21fe8c9a6b6fdd8d.jpg,199,145,1089,690,Dog,0.8209077715873718
217,21fe8c9a6b6fdd8d.jpg,90,72,962,690,Cat,0.8935454487800598
218,228164da3f4d7121.jpg,0,105,1129,998,Dog,0.9204850196838379
219,22c57818d3470f6c.jpg,764,382,901,764,Person,0.924518346786499
220,22c57818d3470f6c.jpg,600,518,791,655,Person,0.8737124800682068
221,22c57818d3470f6c.jpg,518,300,901,764,Person,0.8222744464874268
222,22e5bbd57a9b108a.jpg,81,122,675,839,Cat,0.9869828224182129
223,2305377056ec8f38.jpg,710,236,801,528,Person,0.9961156845092773
224,2305377056ec8f38.jpg,163,236,273,364,Person,0.9862260222434998
225,2305377056ec8f38.jpg,182,236,291,437,Person,0.8981630802154541
226,2305377056ec8f38.jpg,983,491,1001,564,Person,0.8450456857681274
227,2305377056ec8f38.jpg,710,218,783,400,Person,0.8155731558799744
228,2305377056ec8f38.jpg,200,254,254,327,Person,0.8150569796562195
229,230781893a4d1874.jpg,20,61,1003,819,Person,0.9177701473236084
230,232952b1fe33dde6.jpg,0,0,839,819,Cat,0.9971101880073547
231,232952b1fe33dde6.jpg,204,40,757,450,Cat,0.8152862787246704
232,234e5454b17ec157.jpg,20,286,614,757,Cat,0.9415185451507568
233,234e5454b17ec157.jpg,307,225,1024,757,Cat,0.8644881248474121
234,23cc76d006791fe5.jpg,0,22,1042,754,Cat,0.9993906021118164
235,2418652b819ccc0d.jpg,70,70,1027,747,Dog,0.9310012459754944
236,2418652b819ccc0d.jpg,280,93,1051,747,Cat,0.9497299790382385
237,247f6feb3f6e9051.jpg,368,391,875,852,Dog,0.9886504411697388
238,247f6feb3f6e9051.jpg,460,345,829,783,Cat,0.8289268016815186
239,24d7782b7e2d3281.jpg,0,354,54,682,Person,0.8447783589363098
240,25e6c115a1feaa59.jpg,655,218,728,291,Person,0.8322568535804749
241,25e6c115a1feaa59.jpg,710,273,1001,455,Person,0.8274003863334656
242,25fdbe95bc966c0b.jpg,91,54,730,621,Dog,0.9998231530189514
243,25fdbe95bc966c0b.jpg,54,164,621,840,Dog,0.9381912350654602
244,27d36a19a82a3df7.jpg,91,18,912,601,Cat,0.9815579056739807
245,281aed0bfdacd03c.jpg,962,450,1003,552,Person,0.8704936504364014
246,28aebb01666fc3e5.jpg,942,0,1003,102,Person,0.938892662525177
247,28aebb01666fc3e5.jpg,102,327,184,450,Person,0.8865942358970642
248,28aebb01666fc3e5.jpg,962,20,983,81,Person,0.8687450885772705
249,28aebb01666fc3e5.jpg,81,0,122,61,Person,0.8436587452888489
250,29b1a66d09bb621f.jpg,127,18,819,582,Person,0.9560530185699463
251,29b1a66d09bb621f.jpg,400,91,947,673,Person,0.8267011642456055
252,29fa58e7d6093bfc.jpg,450,20,512,102,Person,0.9329505562782288
253,29fa58e7d6093bfc.jpg,430,20,471,81,Person,0.9201335310935974
254,29fa58e7d6093bfc.jpg,675,204,716,307,Person,0.8228837847709656
255,2a0facb0746ca595.jpg,46,507,599,968,Dog,0.8825426697731018
256,2a0facb0746ca595.jpg,0,46,92,161,Person,0.9275931715965271
257,2a0facb0746ca595.jpg,645,784,761,1038,Person,0.9044771790504456
258,2aa9e34fd5ebaa4a.jpg,290,421,395,712,Person,0.9944775700569153
259,2aa9e34fd5ebaa4a.jpg,870,131,949,395,Person,0.9399591684341431
260,2aa9e34fd5ebaa4a.jpg,659,263,685,290,Person,0.9396912455558777
261,2aa9e34fd5ebaa4a.jpg,316,369,448,685,Person,0.9387133121490479
262,2aa9e34fd5ebaa4a.jpg,263,105,474,791,Person,0.9236422777175903
263,2ac48d2606035ea8.jpg,204,348,778,716,Dog,0.964534342288971
264,2b58cf79428ff1c5.jpg,184,102,737,839,Cat,0.9762296080589294
265,2b58cf79428ff1c5.jpg,430,143,716,389,Cat,0.8847014307975769
266,2b58cf79428ff1c5.jpg,368,122,737,593,Cat,0.8117705583572388
267,2b58cf79428ff1c5.jpg,40,20,532,921,Cat,0.8083413243293762
268,2bcf8f2016eacbc1.jpg,204,0,634,737,Dog,0.8702419996261597
269,2bcf8f2016eacbc1.jpg,81,61,798,737,Cat,0.9467769861221313
270,2bcf8f2016eacbc1.jpg,348,0,389,40,Person,0.9107978940010071
271,2bcf8f2016eacbc1.jpg,122,0,163,40,Person,0.8274329304695129
272,2be5e6c3289ae366.jpg,696,389,716,491,Person,0.9624998569488525
273,2be5e6c3289ae366.jpg,368,348,491,552,Person,0.9195805788040161
274,2be5e6c3289ae366.jpg,204,430,245,512,Person,0.9131519198417664
275,2be5e6c3289ae366.jpg,61,286,614,757,Person,0.8935613036155701
276,2be5e6c3289ae366.jpg,368,327,552,696,Person,0.8914754986763
277,2be5e6c3289ae366.jpg,901,348,962,409,Person,0.8852733969688416
278,2be5e6c3289ae366.jpg,716,389,737,491,Person,0.8728786110877991
279,2be5e6c3289ae366.jpg,0,552,102,757,Person,0.8724538683891296
280,2be5e6c3289ae366.jpg,880,348,901,389,Person,0.8655457496643066
281,2be5e6c3289ae366.jpg,0,327,61,696,Person,0.8594129085540771
282,2be5e6c3289ae366.jpg,0,593,61,737,Person,0.8528268337249756
283,2be5e6c3289ae366.jpg,450,450,532,655,Person,0.8338156938552856
284,2be5e6c3289ae366.jpg,430,348,532,491,Person,0.8296968936920166
285,2c76d5be0138cd30.jpg,91,18,746,783,Cat,0.9764437675476074
286,2d5a5909f8008bf4.jpg,327,327,400,491,Person,0.9614720344543457
287,2d5a5909f8008bf4.jpg,236,382,309,491,Person,0.8068597912788391
288,2df6126d4c7e8335.jpg,593,634,655,716,Person,0.94978266954422
289,2df6126d4c7e8335.jpg,573,593,675,757,Person,0.9044822454452515
290,2df6126d4c7e8335.jpg,450,512,491,573,Person,0.8753060102462769
291,2ed1681d7dc8ddb5.jpg,127,72,583,674,Person,0.9790064692497253
292,2ed1681d7dc8ddb5.jpg,0,0,54,127,Person,0.9598182439804077
293,2ed1681d7dc8ddb5.jpg,364,127,583,620,Person,0.9287226796150208
294,2ed1681d7dc8ddb5.jpg,583,291,674,401,Person,0.8982211947441101
295,2ed1681d7dc8ddb5.jpg,583,127,674,328,Person,0.8775644898414612
296,2ed1681d7dc8ddb5.jpg,18,0,54,72,Person,0.8539795875549316
297,2ed1681d7dc8ddb5.jpg,36,18,54,72,Person,0.8525499105453491
298,2ed1681d7dc8ddb5.jpg,273,145,364,328,Person,0.8067920804023743
299,3121fa0bbf8b5d78.jpg,225,307,675,634,Cat,0.9422505497932434
300,3121fa0bbf8b5d78.jpg,20,0,102,61,Person,0.9305201172828674
301,3121fa0bbf8b5d78.jpg,552,20,573,81,Person,0.8953376412391663
302,3121fa0bbf8b5d78.jpg,901,0,942,81,Person,0.8639782071113586
303,31e2ce21ce2a9334.jpg,368,122,634,696,Person,0.884119987487793
304,31f07fb1a140412b.jpg,0,182,1074,637,Person,0.8738252520561218
305,331b980701bc85ac.jpg,673,273,692,291,Person,0.9382999539375305
306,33ad963d395861d5.jpg,0,40,1167,839,Cat,0.9998182654380798
307,3423b7815aa8caf7.jpg,567,305,764,611,Dog,0.8333839774131775
308,3423b7815aa8caf7.jpg,611,283,655,393,Person,0.8169124722480774
309,3423b7815aa8caf7.jpg,589,262,655,436,Person,0.8164214491844177
310,3490a1b6be5ac8bd.jpg,289,36,905,615,Dog,0.9707444906234741
311,3490a1b6be5ac8bd.jpg,271,36,905,615,Cat,0.8764338493347168
312,3591bea0869fb9cc.jpg,0,122,675,942,Person,0.9982767105102539
313,3591bea0869fb9cc.jpg,40,286,450,983,Person,0.9511079788208008
314,3591bea0869fb9cc.jpg,143,204,245,327,Person,0.8998574614524841
315,3591bea0869fb9cc.jpg,0,61,491,696,Person,0.8852818608283997
316,3591bea0869fb9cc.jpg,61,450,307,942,Person,0.8660893440246582
317,3591bea0869fb9cc.jpg,266,430,389,675,Person,0.8614184856414795
318,3591bea0869fb9cc.jpg,0,675,40,778,Person,0.8510075807571411
319,3591bea0869fb9cc.jpg,40,204,819,716,Person,0.8106890320777893
320,3650dcfc42a4368d.jpg,91,546,692,1001,Cat,0.9638254046440125
321,3650dcfc42a4368d.jpg,36,18,382,509,Dog,0.8828216195106506
322,3650dcfc42a4368d.jpg,54,36,473,728,Person,0.95835942029953
323,3650dcfc42a4368d.jpg,491,18,673,619,Person,0.9227408766746521
324,3650dcfc42a4368d.jpg,0,0,673,928,Person,0.9226169586181641
325,3650dcfc42a4368d.jpg,564,18,673,491,Person,0.8524831533432007
326,3662aacf9c4aeaa7.jpg,61,0,614,593,Cat,0.840456485748291
327,3662aacf9c4aeaa7.jpg,102,0,1024,778,Dog,0.8576400279998779
328,3662aacf9c4aeaa7.jpg,962,0,1003,81,Person,0.868015468120575
329,370f82ca4634bcbe.jpg,108,126,741,668,Dog,0.9882491827011108
330,370f82ca4634bcbe.jpg,198,90,831,542,Cat,0.9100885391235352
331,379aca1ec25f2e90.jpg,0,81,1010,983,Cat,0.9992645382881165
332,37ccf7e2c432c784.jpg,0,129,711,1115,Person,0.9904787540435791
333,37ccf7e2c432c784.jpg,323,210,339,274,Person,0.9757381081581116
334,37ccf7e2c432c784.jpg,0,96,404,1001,Person,0.9205948114395142
335,37ccf7e2c432c784.jpg,226,193,646,872,Person,0.8981948494911194
336,387fab79311f313f.jpg,778,327,901,552,Person,0.9229755401611328
337,387fab79311f313f.jpg,327,245,471,471,Person,0.9194903373718262
338,387fab79311f313f.jpg,491,327,573,491,Person,0.9036701917648315
339,387fab79311f313f.jpg,327,307,389,471,Person,0.8941848874092102
340,387fab79311f313f.jpg,368,307,471,430,Person,0.8686000108718872
341,387fab79311f313f.jpg,737,327,839,512,Person,0.8590483665466309
342,39858ab1395326c6.jpg,24,73,936,862,Cat,0.9547389149665833
343,39858ab1395326c6.jpg,123,24,739,862,Dog,0.8273990750312805
344,39858ab1395326c6.jpg,24,0,73,98,Person,0.8182429075241089
345,3a41ccf35615be27.jpg,0,143,860,819,Cat,0.9566993713378906
346,3a64ae9e0915181c.jpg,389,102,450,163,Person,0.9214134812355042
347,3a64ae9e0915181c.jpg,307,40,389,266,Person,0.8193301558494568
348,3c398fdadd47ca7e.jpg,389,467,448,584,Person,0.9464177489280701
349,3c398fdadd47ca7e.jpg,643,116,662,175,Person,0.9333562850952148
350,3c9955688bb17d22.jpg,273,54,1037,983,Cat,0.8742386102676392
351,3c9955688bb17d22.jpg,163,136,1037,873,Dog,0.8741834163665771
352,3d825e0cee093d98.jpg,136,300,163,436,Person,0.9830410480499268
353,3d825e0cee093d98.jpg,218,54,273,245,Person,0.9157978892326355
354,3d825e0cee093d98.jpg,54,300,81,436,Person,0.8962375521659851
355,3d825e0cee093d98.jpg,327,81,464,354,Person,0.8730297088623047
356,3d825e0cee093d98.jpg,0,218,109,491,Person,0.8667205572128296
357,3dd2338bff5ed39d.jpg,0,91,656,565,Cat,0.9389485120773315
358,3dd3ac6396aaf4cc.jpg,245,0,1024,757,Cat,0.8762057423591614
359,3dd3ac6396aaf4cc.jpg,0,389,102,532,Person,0.938339114189148
360,3dd3ac6396aaf4cc.jpg,901,0,983,61,Person,0.820296585559845
361,3e808a86e89916b7.jpg,204,20,880,757,Dog,0.9834269285202026
362,3f01c57d7df08550.jpg,400,18,874,673,Person,0.9796485304832458
363,3f01c57d7df08550.jpg,127,36,965,837,Person,0.965430498123169
364,3f01c57d7df08550.jpg,163,291,546,710,Dog,0.8770101070404053
365,3f01c57d7df08550.jpg,182,291,473,564,Cat,0.9201713800430298
